You entered a buffer length of 4
-3.64, -2.46, 0.76, -4.69, -2.73, 1.18, -3.64, -2.46, 1.56, -5.16, -2.96, 0.76
-2.40, -1.96, 0.12, -4.02, -2.55, 0.95, -2.40, -1.96, 1.56, -5.16, -2.96, 0.12
-1.56, -1.58, -0.32, -3.12, -2.20, 0.48, -1.56, -1.58, 1.36, -4.88, -2.81, -0.32
-1.00, -1.27, -0.60, -2.15, -1.82, -0.01, -1.00, -1.27, 0.76, -3.64, -2.46, -0.60
-0.48, -0.92, -0.84, -1.36, -1.43, -0.41, -0.48, -0.92, 0.12, -2.40, -1.96, -0.84
-0.16, -0.50, -0.96, -0.80, -1.07, -0.68, -0.16, -0.50, -0.32, -1.56, -1.58, -0.96
0.12, -0.08, -0.96, -0.38, -0.69, -0.84, 0.12, -0.08, -0.60, -1.00, -1.27, -0.96
0.40, 0.23, -0.80, -0.03, -0.32, -0.89, 0.40, 0.23, -0.80, -0.48, -0.92, -0.96
0.68, 0.54, -0.64, 0.26, 0.05, -0.84, 0.68, 0.54, -0.64, -0.16, -0.50, -0.96
1.04, 0.81, -0.44, 0.56, 0.37, -0.71, 1.04, 0.81, -0.44, 0.12, -0.08, -0.96
1.48, 1.00, -0.28, 0.90, 0.64, -0.54, 1.48, 1.00, -0.28, 0.40, 0.23, -0.80
2.00, 1.12, -0.08, 1.30, 0.87, -0.36, 2.00, 1.12, -0.08, 0.68, 0.54, -0.64
2.64, 1.23, 0.12, 1.79, 1.04, -0.17, 2.64, 1.23, 0.12, 1.04, 0.81, -0.44
3.00, 1.23, 0.24, 2.28, 1.14, -0.00, 3.00, 1.23, 0.24, 1.48, 1.00, -0.28
2.96, 1.19, 0.28, 2.65, 1.19, 0.14, 3.00, 1.23, 0.28, 2.00, 1.12, -0.08
2.68, 1.08, 0.20, 2.82, 1.18, 0.21, 3.00, 1.23, 0.28, 2.64, 1.08, 0.12
2.36, 1.00, 0.12, 2.75, 1.13, 0.21, 3.00, 1.23, 0.28, 2.36, 1.00, 0.12
2.12, 0.96, 0.08, 2.53, 1.06, 0.17, 2.96, 1.19, 0.28, 2.12, 0.96, 0.08
1.88, 0.92, 0.08, 2.26, 0.99, 0.12, 2.68, 1.08, 0.20, 1.88, 0.92, 0.08
1.40, 0.85, 0.08, 1.94, 0.93, 0.09, 2.36, 1.00, 0.12, 1.40, 0.85, 0.08
0.52, 0.69, 0.04, 1.48, 0.86, 0.07, 2.12, 0.96, 0.08, 0.52, 0.69, 0.04
-1.12, 0.23, 0.04, 0.67, 0.67, 0.06, 1.88, 0.92, 0.08, -1.12, 0.23, 0.04
-3.52, -0.77, 0.04, -0.68, 0.25, 0.05, 1.40, 0.85, 0.08, -3.52, -0.77, 0.04
-4.72, -1.88, 0.16, -2.21, -0.43, 0.07, 0.52, 0.69, 0.16, -4.72, -1.88, 0.04
-5.04, -2.62, 0.36, -3.60, -1.26, 0.15, -1.12, 0.23, 0.36, -5.04, -2.62, 0.04
-5.16, -2.96, 0.40, -4.61, -2.06, 0.24, -3.52, -0.77, 0.40, -5.16, -2.96, 0.04
-5.16, -2.88, 0.20, -5.02, -2.59, 0.28, -4.72, -1.88, 0.40, -5.16, -2.96, 0.16
-4.36, -2.58, -0.40, -4.93, -2.76, 0.14, -4.36, -2.58, 0.40, -5.16, -2.96, -0.40
-3.40, -2.27, -1.00, -4.52, -2.67, -0.20, -3.40, -2.27, 0.40, -5.16, -2.96, -1.00
-2.76, -1.85, -1.40, -3.92, -2.39, -0.65, -2.76, -1.85, 0.20, -5.16, -2.88, -1.40
-2.32, -1.42, -1.56, -3.21, -2.03, -1.09, -2.32, -1.42, -0.40, -4.36, -2.58, -1.56
-1.84, -0.96, -1.48, -2.58, -1.63, -1.36, -1.84, -0.96, -1.00, -3.40, -2.27, -1.56
-1.36, -0.46, -1.24, -2.07, -1.17, -1.42, -1.36, -0.46, -1.24, -2.76, -1.85, -1.56
-0.76, 0.00, -1.04, -1.57, -0.71, -1.33, -0.76, 0.00, -1.04, -2.32, -1.42, -1.56
-0.16, 0.42, -0.84, -1.03, -0.25, -1.15, -0.16, 0.42, -0.84, -1.84, -0.96, -1.48
