You entered a buffer length of 64
2.60, 0.96, 0.28, -0.04, -0.02, -0.10, 3.80, 1.38, 0.84, -5.16, -2.31, -1.16
2.32, 0.88, 0.16, -0.05, -0.03, -0.10, 3.80, 1.38, 0.84, -5.16, -2.31, -1.16
2.04, 0.77, 0.04, -0.07, -0.04, -0.10, 3.80, 1.38, 0.84, -5.16, -2.31, -1.16
1.68, 0.65, -0.04, -0.10, -0.05, -0.11, 3.76, 1.31, 0.84, -5.16, -2.31, -1.16
1.28, 0.54, -0.20, -0.14, -0.06, -0.12, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
0.80, 0.35, -0.40, -0.18, -0.07, -0.14, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-0.04, 0.08, -0.76, -0.22, -0.09, -0.16, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-1.52, -0.31, -1.00, -0.28, -0.11, -0.18, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-3.56, -0.92, -0.88, -0.36, -0.14, -0.20, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-4.76, -1.62, -0.36, -0.46, -0.17, -0.20, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-5.04, -2.19, 0.48, -0.56, -0.21, -0.19, 3.60, 1.23, 0.84, -5.16, -2.31, -1.16
-5.16, -2.46, 1.28, -0.65, -0.26, -0.17, 3.60, 1.23, 1.28, -5.16, -2.46, -1.16
-5.00, -2.42, 1.32, -0.73, -0.30, -0.14, 3.60, 1.23, 1.32, -5.16, -2.46, -1.16
-3.92, -2.19, 0.64, -0.78, -0.33, -0.12, 3.60, 1.23, 1.32, -5.16, -2.46, -1.16
-2.76, -1.88, -0.12, -0.78, -0.36, -0.11, 3.60, 1.23, 1.32, -5.16, -2.46, -1.16
-1.88, -1.58, -0.76, -0.74, -0.37, -0.12, 3.60, 1.23, 1.32, -5.16, -2.46, -1.16
-1.24, -1.27, -1.12, -0.68, -0.37, -0.13, 3.60, 1.23, 1.32, -5.16, -2.46, -1.16
-0.64, -0.88, -1.20, -0.61, -0.35, -0.16, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
-0.08, -0.42, -1.04, -0.53, -0.32, -0.18, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
0.64, 0.08, -0.76, -0.45, -0.29, -0.20, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
1.68, 0.54, -0.48, -0.37, -0.26, -0.21, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
2.76, 0.96, -0.24, -0.29, -0.22, -0.20, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
3.56, 1.19, 0.04, -0.21, -0.18, -0.19, 3.60, 1.23, 1.32, -5.16, -2.46, -1.20
3.80, 1.19, 0.20, -0.12, -0.14, -0.17, 3.80, 1.23, 1.32, -5.16, -2.46, -1.20
3.64, 1.19, 0.32, -0.04, -0.11, -0.15, 3.80, 1.23, 1.32, -5.16, -2.46, -1.20
3.24, 1.04, 0.36, 0.03, -0.09, -0.13, 3.80, 1.23, 1.32, -5.16, -2.46, -1.20
2.72, 0.88, 0.28, 0.08, -0.08, -0.12, 3.80, 1.23, 1.32, -5.16, -2.46, -1.20
