82755	51683
99249	51400
27908	4605
56015	60281
23215	37744
46269	37059
58471	73506
75955	44980
3388	80690
43494	10148
17746	92438
52250	85328
32900	32001
46336	25520
7842	89123
42044	60025
88911	31307
93234	22704
10529	24366
85468	61394
59274	91289
43463	65397
12815	77418
27901	75584
56809	81903
12467	78226
74557	4254
80447	32665
25189	87921
64614	61075
10461	4119
40159	44263
82560	29760
13088	85798
13738	54790
58876	42173
29955	18253
11277	19077
36638	79770
14726	8732
17612	86856
2306	62565
74053	53294
26293	95194
89814	43305
26999	82441
57493	13516
92269	65400
62101	61683
24551	58819
83965	70545
5349	19814
97571	4018
23883	38990
93409	6561
30193	33996
82031	77421
86766	63975
78974	32978
31839	31363
55117	29064
3648	78806
1929	98776
51653	12158
64731	98969
52348	35938
72476	73513
68714	67907
39377	61988
34018	23139
48702	29701
49999	11176
28741	59714
5855	15579
69677	15314
15087	12605
1465	27027
80503	26210
95336	71800
26821	34918
80656	82680
26188	3466
67261	59042
49452	27675
28340	93083
28483	17015
930	5166
55363	6773
94084	19827
37952	37971
63956	21733
1131	61516
40506	68038
64045	53543
73334	45786
64406	34938
8001	13635
32332	25552
62781	17052
42624	58269
15989	77577
21446	47512
17143	99097
71011	79446
34615	25039
40517	483
76298	95895
1485	87904
56176	15404
2028	94343
86313	17674
19008	12591
81523	31924
11064	82403
94650	46701
96504	23426
16492	69310
60119	20317
68546	6623
77413	91241
46954	78561
92894	44873
40004	56544
47173	93953
30760	6277
34661	5855
34593	95685
82681	90334
92258	27148
43906	3593
46751	30737
8546	70862
42616	14961
97224	83378
53340	32811
37180	12862
63086	2440
65793	59479
38451	41723
72624	45009
70589	94763
8482	51899
49630	63686
72780	97536
62496	46848
33403	78710
24417	91437
73388	28165
32474	94663
29095	43618
73782	90264
14056	31955
32644	79007
97982	35602
91181	46058
79587	22137
5871	91997
7280	33204
52491	9603
19858	10424
48173	69449
33100	28244
39121	80924
93485	78414
85855	92945
80645	77633
93003	1824
9911	89122
867	45304
57860	33865
8915	2254
72606	51256
24703	18731
61962	98114
10845	84743
91494	29483
9609	53465
30059	78335
33634	18340
59655	43786
28566	11721
21258	2351
23876	45069
92372	97713
4727	33168
84518	33224
23788	76763
94560	36295
41018	59811
30649	40065
67935	67079
35536	33123
71660	80173
13266	68280
23850	30221
62976	8194
37503	73706
41579	36683
36459	89130
27048	65220
51504	82609
27283	26808
89668	64620
30537	5003
5049	90317
40280	26553
95211	23771
58989	82050
8870	82265
48348	37621
2020	93667
34110	5945
47434	75796
9949	37358
99198	34796
91120	47921
32430	76175
48723	94831
87404	15087
76843	90037
71815	43962
49287	20625
30866	34177
50871	18719
27666	90943
52259	5450
40915	84062
70487	70818
97715	47483
16910	16625
56324	45759
52021	77191
61010	61126
88895	34985
64341	51542
62576	33094
26805	37037
38238	25738
9085	34294
2811	5810
7048	6578
51480	91412
75877	72282
90023	67682
99465	56458
50328	89817
61186	39057
83133	89336
90501	20807
54155	79009
44271	89032
31886	77448
5523	80756
27732	8310
4194	15435
63976	24141
59909	25500
14144	27946
5121	35470
33847	70951
