388	66
167	214
74	123
402	119
343	90
24	380
266	94
243	263
209	3
123	439
497	134
346	399
480	202
460	469
50	170
371	233
495	273
142	185
493	451
404	190
208	4
202	470
267	121
299	362
462	290
403	184
152	437
153	74
368	233
323	63
80	101
207	31
83	377
452	435
81	228
345	165
409	162
169	391
288	228
276	51
124	452
45	232
375	43
352	240
389	0
385	280
457	147
105	120
267	323
157	375
352	71
62	202
17	474
136	240
307	246
157	89
251	63
458	397
211	20
42	82
189	184
173	213
296	301
367	455
404	163
384	347
13	173
387	407
133	415
489	398
434	443
302	420
379	122
372	235
418	302
167	412
135	373
317	447
254	216
305	45
396	202
93	103
17	251
136	147
87	310
377	443
134	236
399	220
144	498
362	88
380	398
213	165
136	260
267	96
107	345
83	354
136	111
190	270
318	155
131	55
46	42
286	141
493	437
369	425
399	495
79	211
268	423
479	352
423	341
202	202
16	376
281	380
262	461
76	257
297	492
343	37
189	311
96	356
487	284
101	193
140	419
269	87
347	114
54	68
134	297
252	390
67	110
92	34
270	408
174	476
454	339
39	293
83	320
302	441
447	158
491	353
240	482
208	311
408	351
404	278
77	20
355	39
426	456
130	122
379	160
408	78
500	253
365	456
303	18
137	51
352	18
466	343
74	79
487	355
472	262
181	370
432	66
288	417
86	78
338	169
175	203
123	360
192	130
276	262
246	325
6	317
143	67
73	417
356	70
421	112
293	485
39	43
409	199
340	63
58	452
478	408
171	6
434	435
275	464
76	311
497	304
238	377
246	72
54	278
108	15
178	434
404	220
149	462
463	0
215	483
83	458
198	488
345	435
98	473
225	148
463	195
152	355
126	155
198	371
455	461
178	332
409	156
114	279
91	36
25	299
81	307
404	117
269	122
427	238
199	216
255	444
145	329
273	148
349	497
249	366
213	69
100	116
484	16
388	408
59	283
489	310
349	211
495	358
199	55
154	354
262	4
328	61
88	354
44	50
245	489
213	487
422	322
265	197
373	342
368	389
292	3
308	127
192	305
468	481
465	188
365	272
52	338
181	403
316	213
282	249
121	206
245	62
451	369
162	365
493	454
126	195
332	198
305	315
44	138
447	364
338	41
214	411
318	265
401	249
170	241
75	86
239	222
252	121
346	338
314	303
121	278
246	462
130	325
120	238
89	78
473	89
364	275
97	200
390	437
199	97
272	461
190	467
495	208
43	242
94	487
360	50
369	151
257	264
244	382
470	133
291	279
14	478
301	175
18	440
275	2
382	316
387	330
386	334
354	473
110	472
61	280
130	269
66	31
211	376
368	420
147	482
196	432
483	285
21	124
32	316
447	265
415	419
70	311
324	311
114	337
357	0
463	61
373	322
199	310
499	85
97	7
307	155
454	87
36	289
423	230
331	3
140	467
94	393
332	56
179	70
426	277
287	192
65	121
260	258
68	308
340	435
67	248
120	246
378	436
344	158
353	193
254	197
331	358
476	349
229	235
437	433
210	68
336	255
224	381
1	490
318	302
105	332
336	452
253	3
119	302
300	53
384	407
140	43
61	233
367	69
18	78
206	232
298	23
137	465
83	303
91	152
395	354
3	12
444	303
409	252
73	76
214	33
391	20
141	459
234	301
423	94
269	125
448	493
42	338
105	351
446	392
477	145
148	115
144	192
219	181
149	172
153	226
451	317
101	297
127	198
42	303
436	108
194	302
51	223
440	130
60	319
117	90
390	302
68	203
139	275
325	181
171	253
262	44
277	4
472	347
52	323
147	267
474	166
239	70
411	295
97	316
219	364
141	303
326	126
133	55
144	447
186	328
341	87
420	221
303	322
473	403
142	480
95	192
357	125
236	305
144	172
160	487
303	202
117	20
75	401
150	374
337	257
76	437
24	191
323	354
68	32
283	102
15	484
67	408
60	109
156	99
351	188
376	185
36	115
309	267
243	3
26	136
100	433
41	261
82	419
470	204
352	205
33	206
152	369
384	82
146	302
407	29
51	454
484	426
75	453
100	102
60	101
154	108
76	230
412	248
222	269
101	31
290	172
342	231
366	268
179	177
95	279
126	317
328	412
270	500
273	192
135	451
3	10
324	147
106	300
149	54
446	352
144	65
478	21
234	400
401	193
192	5
461	232
215	492
342	324
327	7
243	199
191	480
232	119
125	369
428	246
67	429
138	285
106	206
480	171
122	368
105	223
315	237
293	244
228	153
145	219
469	489
426	421
499	496
91	298
97	337
132	145
362	466
323	13
99	460
271	172
338	348
113	254
322	314
185	425
151	163
226	6
349	441
434	390
471	313
106	204
106	160
178	160
386	121
4	393
307	23
366	125
246	11
398	339
393	71
79	306
15	432
373	306
203	49
392	127
117	223
466	331
217	287
173	447
297	94
293	244
124	389
36	413
201	315
262	78
363	26
415	391
468	298
144	366
244	337
2	481
432	49
117	234
129	199
439	135
277	326
346	334
292	457
385	21
465	208
226	346
218	103
253	56
382	472
161	426
202	133
257	378
421	6
435	96
208	412
102	6
364	136
407	317
245	338
438	461
318	494
271	382
496	339
103	455
59	184
173	336
82	271
198	387
422	494
128	164
187	132
301	206
226	141
309	122
164	406
155	110
294	129
444	333
104	197
19	173
106	110
450	205
116	369
100	257
325	166
364	255
226	178
441	438
163	359
364	228
355	337
173	483
306	235
165	20
200	136
320	469
200	0
80	279
14	376
79	225
16	492
452	416
323	331
426	59
454	280
332	228
43	375
494	326
190	3
203	300
487	161
193	161
173	460
67	4
195	87
269	345
426	62
407	445
173	257
395	461
316	301
342	364
251	69
430	206
22	12
92	114
300	212
188	160
488	279
213	425
177	408
209	8
447	313
373	72
459	8
159	334
175	391
338	347
0	238
152	447
226	296
325	239
375	306
261	326
152	477
428	84
54	259
367	471
411	137
140	497
226	486
286	213
498	182
393	406
496	478
45	402
63	421
298	361
468	288
78	70
362	344
343	18
468	471
414	360
369	79
348	475
41	213
132	300
467	277
415	173
48	492
87	225
97	430
274	61
318	285
215	13
464	248
290	433
215	372
412	134
93	148
290	350
142	187
255	82
94	282
293	140
440	480
300	500
159	272
373	432
269	137
284	346
45	20
48	114
184	80
435	207
244	230
224	46
488	365
494	214
102	388
362	41
286	46
27	414
260	119
234	294
388	339
471	257
339	46
179	99
178	136
86	342
471	331
116	360
387	182
379	194
108	56
327	250
436	498
265	152
455	456
393	42
373	401
394	45
469	355
73	306
345	377
67	351
437	350
350	230
392	111
72	53
398	293
205	85
277	11
15	422
330	264
68	259
372	313
373	9
306	433
215	456
454	425
432	168
232	499
470	34
381	334
156	329
4	333
36	321
123	378
434	104
121	148
101	352
454	14
301	194
455	475
282	146
150	155
203	399
26	375
486	171
64	71
0	377
331	431
290	191
241	421
84	38
1	82
419	377
274	184
101	326
92	227
467	461
120	238
114	289
316	407
249	110
276	175
196	45
218	204
85	40
