88261	47763
60379	86241
38817	65239
73693	25783
2639	65454
46709	37569
2327	62957
46752	21894
71472	1530
34321	30717
94810	98698
4318	87338
96389	32918
27071	79529
25440	22449
31399	22137
24348	6754
72528	97493
6582	1561
2728	59553
70290	68520
44867	16075
15082	94958
13253	7842
65216	42560
84675	41379
92445	34945
46551	29874
1549	65428
58265	4769
49662	62344
2323	96384
60036	65740
2155	4707
77777	51648
11770	97894
70475	49750
52888	13588
6233	81130
15679	25544
19236	12549
20504	75537
93813	77063
58334	4117
93887	22727
37605	12135
62239	64399
24384	48656
98423	86019
12333	47690
92456	89561
23406	2441
49259	85599
39584	3966
26188	73530
91156	43635
19325	26548
14444	27585
9806	16413
8538	42043
88878	55685
18912	68777
19995	70273
71549	41583
32216	46954
25013	47341
52673	74999
65283	89118
46920	3280
70170	66409
92384	63395
11677	56297
93701	48828
70761	50114
7492	80887
50004	50905
93367	8438
44296	45440
76995	74759
51687	41815
75640	4477
10054	74827
94208	26998
71497	20114
53302	40350
76474	3593
41398	9008
59050	53580
49832	30992
13800	17306
60348	81421
99560	15189
8612	19279
15656	68364
78579	95473
82701	42500
10644	51653
15529	27810
84225	16356
44300	67269
96083	74197
85378	85081
15141	91807
73313	78922
18224	63728
67199	6630
32921	91528
53788	49797
93234	88404
46613	26361
40906	30981
28818	26291
75818	69442
33498	11934
74461	96907
3155	1884
38012	18450
29153	68229
46486	94808
99082	71556
28666	38635
37275	41304
75744	96354
5673	33749
29794	51371
75620	42280
83324	46864
26842	26516
90857	78080
90837	11311
68623	93050
38807	25999
5758	62833
93401	23552
80171	73872
24826	66976
5790	99428
97121	57347
28298	7077
98276	83499
24832	68426
6230	95490
29235	73923
48254	13436
31059	75055
30131	85457
70743	81685
33328	20359
94635	21751
59845	4317
62895	48279
17596	30303
67931	94711
28423	28605
62738	7482
41241	40665
27435	56584
54597	79780
38354	96799
34859	38175
99897	40930
91277	42748
5153	92997
96712	92699
47929	57724
75949	48139
21392	25543
85899	54192
99687	80089
50962	71590
10799	38034
27570	23487
53404	32012
27676	85992
82464	1484
23077	19516
74734	30966
69241	59801
49205	28114
66413	41273
86191	11027
46581	24579
82691	10041
6204	88229
28856	54628
79561	61587
4270	38126
31023	19778
49500	30661
85291	81377
22209	59722
39099	96456
83326	22975
90963	69402
51113	24517
48770	76441
25072	12688
15071	19181
89269	65734
91040	99039
56311	40136
23449	49338
31584	64617
64776	41041
66312	54007
78912	42974
83210	53565
53409	97885
85969	2865
54185	26443
52630	87442
47374	21787
25834	46151
84273	14298
15363	52755
31958	23740
23018	3386
93866	2730
49753	90931
798	92753
91048	56711
10256	68088
10293	28185
44294	33067
94890	91849
86323	78623
13897	95899
64071	87861
31600	87475
78931	45815
26723	95857
72580	16357
31498	65802
48818	5735
75720	98627
68149	22339
80351	13558
20506	83150
57166	13503
84012	50878
15333	82779
47589	45981
88373	22765
10305	15987
96846	84806
79622	40003
5846	89653
20100	18664
38892	32412
77780	53857
99067	11103
89960	11690
50681	63409
59119	71057
34675	79131
85184	80502
63261	58743
71037	26520
91435	15433
15466	75058
7296	93506
69459	20350
37491	77188
36298	7503
65993	2102
93163	97953
83999	5738
33170	94581
25984	97636
83194	29060
62066	54746
5530	54973
24340	94040
88196	15115
39052	76978
98351	82594
81273	68780
40445	95792
3924	6992
71304	89122
49537	56557
54590	85072
44263	51910
20574	96601
71882	27413
1591	43797
81684	40118
29996	83609
84908	3629
17131	36840
7869	5694
95300	474
21324	10337
72301	88870
30313	5753
63279	23745
98731	39942
56681	66778
86971	34754
74114	57029
70353	42128
35552	10116
7781	94009
44277	78763
1393	48039
39766	36996
68752	9332
50272	75657
16610	48051
63794	73246
43217	54291
5522	65325
